Senator,Party Affiliation,Full Question,Comey,Comey Response
WYDEN,Democrat,"Mr. Comey, welcome. You and I have had significant policy differences over the years, particularly protecting Americans access to secure encryption. But I believe the timing of your firing stinks. Yesterday, you put on the record testimony that demonstrates why the odor of presidential abuse of power is so strong. Now, to my questions. In talking to senator Warner about this dinner that you had with the president, I believe January 27th, all in one dinner, the president raised your job prospects, he asked for your loyalty and denied allegations against him. All took place over one supper. Now, you told senator Warner that the president was looking to, quote, get something. Looking back, did that dinner suggest that your job might be contingent on how you handled the investigation?",COMEY,I don't know that I'd go that far. I got the sense my job would be contingent upon how he felt I Ñ excuse me Ñ how he felt I conducted myself and whether I demonstrated loyalty. But I don't know whether I'd go so far as to connect it to the investigation.
WYDEN,Democrat,He said the president was trying to create some sort of patronage. Behaving in a manner consistent with the wishes of the boss?,COMEY,Yes. At least consider how what you're doing will affect the boss as a significant consideration.
WYDEN,Democrat,"Let me turn to the attorney general. In your statement, you said that you and the FBI leadership team decided not to discuss the president's actions with Attorney General Sessions, even though he had not recused himself. What was it about the attorney general's interactions with the Russians or his behavior with regard to the investigation that would have led the entire leadership of the FBI to make this decision?",COMEY,"Our judgment, as I recall, is that he was very close to and inevitably going to recuse himself for a variety of reasons. We also were aware of facts that I can't discuss in an opening setting that would make his continued engagement in a Russia-related investigation problematic. So we were convinced Ñ in fact, I think we'd already heard the career people were recommending that he recuse himself, that he was not going to be in contact with Russia-related matters much longer. That turned out to be the case."
WYDEN,Democrat,"How would you characterize Attorney General Sessions's adherence to his recusal? In particular, with regard to his involvement in your firing, which the president has acknowledged was because of the Russian investigation.",COMEY,"That's a question I can't answer. I think it is a reasonable question. If, as the president said, I was fired because of the Russia investigation, why was the attorney general involved in that chain? I don't know. So I don't have an answer for the question."
WYDEN,Democrat,"Your testimony was that the president's request about Flynn could infect investigation. Had the president got what he wanted and what he asked of you, what would have been the effect on the investigation?",COMEY,We would have closed any investigation of general Flynn in connection with his statements and encounters Ñ statements about encounters with Russians in the late part of December. We would have dropped an open criminal investigation.
WYDEN,Democrat,"So in effect, when you talk about infecting the enterprise, you would have dropped something major that would have spoken to the overall ability of the American people to get the facts?",COMEY,"Correct. And as good as our people are, our judgment was, we don't want them hearing that the president of the United States wants this to go away because it might have an effect on their ability to be fair, impartial and aggressive."
WYDEN,Democrat,"Acting Attorney General Yates found out Mike Flynn could be blackmailed by the Russians and went immediately to warn the white house. Flynn is gone, but other individuals with contacts with the Russians are still in extremely important positions of power. Should the American people have the same sense of urgency now with respect to them?",COMEY,"I think all I can say, senator, is it's a Ñ the special counsel's investigation is very important, understanding what efforts there were or are by Russian government to influence our government is a critical part of the FBI's mission. And you've got the right person in Bob Mueller to lead it, it is a very important piece of work."
WYDEN,Democrat,"Vice president Pence was the head of the transition. To your knowledge, was he aware of the concerns about Michael Flynn prior to or during general Flynn's tenure as national security adviser?",COMEY,I don't Ñ you're asking including up to the time when Flynn was Ñ
WYDEN,Democrat,Right.,COMEY,Forced to resign? My understanding is that he was. I'm trying to remember where I get that understanding from. I think from acting attorney general Yates.
WYDEN,Democrat,"So former acting attorney general Yates testified concerns about general Flynn were discussed with the intelligence community. Would that have included anyone at the CIA or Dan CoatsÕ office, the DNI?",COMEY,"I would assume, yes."
WYDEN,Democrat,Michael Flynn resigned four days after attorney general sessions was sworn in. Do you know if the attorney general was aware of the concerns about Michael Flynn during that period?,COMEY,"I don't as I sit here. I don't recall that he was. I could be wrong, but I don't remember that he was."
WYDEN,Democrat,"Let's see if you can give us some sense of who recommended your firing. Besides the letter from the attorney general, the deputy attorney general, do you have any information on who may have recommended or been involved in your firing?",COMEY,I don't. I don't.
COLLINS,Republican,"Thank you, Mr. Chairman. Mr. Comey, let me begin by thanking you for your voluntary compliance with our request to appear before this committee and assist us in this very important investigation. I want first to ask you about your conversations with the president, three conversations in which you told him that he was not under investigation. The first was during your January 6th meeting, according to your testimony, in which it appears that you actually volunteered that assurance. Is that correct?",COMEY,That's correct.
COLLINS,Republican,"Did you limit that statement to counterintelligence invest Ñ investigations, or were you talking about any FBI investigation?",COMEY,"I didn't use the term counterintelligence. I was briefing him about salacious and unverified material. It was in a context of that that he had a strong and defensive reaction about that not being true. My reading of it was it was important for me to assure him we were not person investigating him. So the context then was actually narrower, focused on what I just talked to him about. It was very important because it was, first, true, and second, I was worried very much about being in kind of a J. Edgar Hoover-type situation. I didn't want him thinking I was briefing him on this to sort of hang it over him in some way. I was briefing him on it because, because we had been told by the media it was about to launch. We didn't want to be keeping that from him. He needed to know this was being said. I was very keen not to leave him with an impression that the bureau was trying to do something to him. So that's the context in which I said, sir, we're not personally investigating you."
COLLINS,Republican,Then Ñ and that's why you volunteered the information?,COMEY,"Yes, ma'am."
COLLINS,Republican,"Then on the January 27th dinner, you told the president that he should be careful about asking you to investigate because, Òyou might create a narrative that we are investigating him personally, which we weren't.Ó Again, were you limiting that statement to counterintelligence investigations, or more broadly, such as a criminal investigation?",COMEY,"I didn't modify the word investigation. It was, again, he was reacting strongly against the unverified material, saying I'm tempted to order you to investigate it. In the context of that, I said, sir, be careful about it. I might create a narrative we're investigating you personally."
COLLINS,Republican,"There was the March 30th phone call with the president in which you reminded him that congressional leaders had been briefed that we were no personally Ñ the FBI was not personally investigating president trump. And, again, was that statement to congressional leaders and to the president limited to counterintelligence investigations, or was it a broader statement? I'm trying to understand whether there was any kind of investigation of the president underway.",COMEY,"No. I'm sorry. If I misunderstood, I apologize. We briefed the congressional leadership about what Americans we had opened counterintelligence investigation cases on. We specifically said, the president is not one of those Americans. But there was no other investigation of the president that we were not mentioning at that time. The context was, counterintelligence, but I wasn't trying to hide some criminal investigation of the president."
COLLINS,Republican,And was the president under investigation at the time of your dismissal on May 9th?,COMEY,No.
COLLINS,Republican,"I'd like to now turn to the conversations with the president about Michael Flynn, which had been discussed at great length. First, let me make very clear that the president never should have cleared the room and he never should have asked you, as you reported, to let it go, to let the investigation go. But I remain puzzled by your response. Michael Flynn is a good guy. You could have said, Mr. President, this meeting is inappropriate. This response could compromise the investigation. You should not be making such a request. It's fundamental to the operation of our government, the FBI be insulated from this kind of political pressure. You talked a bit today about that you were stunned by the president making the request. But my question to you is later on, upon reflection, did you go to anyone at the department of justice and ask them to call the white house counsel's office and explain that the president had to have a far better understanding and appreciation of his role vis-ˆ-vis the FBI?",COMEY,"In general, I did. I spoke to the attorney general and spoke to the new deputy attorney general, Mr. Rosenstein, when he took office and explained my serious concern about the way in which the president is interacting, especially with the FBI. As I said in my testimony, I told the attorney general, it can't happen that you get kicked out of the room and the president talks to me. Why didn't we raise the specific? It was of investigative interest to figure out, what just happened with the president's request? I wouldn't want to alert the white house it had happened until we figured out what we were going to do with it investigatively."
COLLINS,Republican,"Your testimony was that you went to attorney general sessions and said, don't ever leave me alone with him again. Are you saying that you also told him that he had made a request that you let it go with regard to part of the investigation of Michael Flynn?",COMEY,No. I specifically did not. I did not.
COLLINS,Republican,"Okay. You mentioned that from your very first meeting with the president, you decided to write a memo memorializing the conversation. What was it about that very first meeting that made you write a memo when you have not done that with two previous presidents?",COMEY,"As I said, a combination of things. A gut feeling is an important overlay, but the circumstances, that I was alone, the subject matter and the nature of the person I was interacting with and my read of that person. Yeah, and really just gut feel, laying on top of all of that, that this is going to be important to protect this organization, that I make records of this."
COLLINS,Republican,"Finally, did you show copies of your memos to anyone outside of the department of justice?",COMEY,Yes.
COLLINS,Republican,And to whom did you show copies?,COMEY,"I asked Ñ the president tweeted on Friday after I got fired that I better hope there's not tapes. I woke up in the middle of the night on Monday night because it didn't dawn on me originally, that there might be corroboration for our conversation. There might a tape. My judgment was, I need to get that out into the public square. I asked a friend of mine to share the content of the memo with a reporter. Didn't do it myself for a variety of reasons. I asked him to because I thought that might prompt the appointment of a special counsel. I asked a close friend to do it."
COLLINS,Republican,Was that Mr. Wittes?,COMEY,No.
COLLINS,Republican,Who was it?,COMEY,A close friend who is a professor at Columbia law school.
HEINRICH,Democrat,"Mr. Comey, prior to January 27th of this year, have you ever had a one-on-one meeting or a private dinner with a president of the United States?",COMEY,"No. Dinner, no. I had two one-on-ones with President Obama. One to talk about law enforcement issues, law enforcement and race, which was an important topic throughout for me and for the president. Then once very briefly for him to say goodbye."
HEINRICH,Democrat,Were those brief interactions?,COMEY,"No. The one about law enforcement and race and policing, we spoke for probably over an hour, just the two of us."
HEINRICH,Democrat,How unusual is it to have a one-on-one dinner with the president? Did that strike you as odd?,COMEY,"Yeah. So much so, I assumed there would be others, that he couldn't possibly be having dinner with me alone."
HEINRICH,Democrat,"Do you have an impression that if you had found Ñ if you had behaved differently in that dinner, and I am quite pleased that you did not, but if you had found a way to express some sort of expression of loyalty or given some suggestion that the Flynn criminal investigation might be pursued less vigorously, do you think you would have still been fired?",COMEY,I don't know. It's impossible to say looking back. I don't know.
HEINRICH,Democrat,But you felt like those two things were directly relevant to the kind of relationship that the president was seeking to establish with you?,COMEY,"Sure, yes."
HEINRICH,Democrat,"The president has repeatedly talked about the Russian investigation into the U.S. Ñ or Russia's involvement in the U.S. Election cycle as a hoax and fake news. Can you talk a little bit about what you saw as FBI director and, obviously, only the parts that you can share in this setting that demonstrate how serious this action actually was and why there was an investigation in the first place?",COMEY,"Yes, sir. There should be no fuzz on this whatsoever. The Russians interfered in our election during the 2016 cycle. They did with purpose. They did it with sophistication. They did it with overwhelming technical efforts. It was an active measures campaign driven from the top of that government. There is no fuzz on that. It is a high confidence judgment of the entire intelligence community and the members of this committee have seen the intelligence. It's not a close call. That happened. That's about as unfake as you can possibly get. It is very, very serious, which is why it's so refreshing to see a bipartisan focus on that. This is about America, not about a particular party."
HEINRICH,Democrat,That is a hostile act by the Russian government against this country?,COMEY,"Yes, sir."
HEINRICH,Democrat,Did the president in any of those interactions that you've shared with us today ask you what you should be doing or what our government should be doing or the intelligence community to protect America against Russian interference in our election system?,COMEY,I don't recall a conversation like that.
HEINRICH,Democrat,Never?,COMEY,No.
HEINRICH,Democrat,Do you find it Ñ,COMEY,Not with President Trump.
HEINRICH,Democrat,Right.,COMEY,I attended a fair number of meetings on that with President Obama.
HEINRICH,Democrat,Do you find it odd that the president seemed unconcerned by Russia's actions in our election?,COMEY,I can't answer that because I don't know what other conversations he had with other advisers or other intelligence community leaders. I just don't know sitting here.
HEINRICH,Democrat,Did you have any interactions with the president that suggested he was taking that hostile action seriously.,COMEY,"I don't remember any interactions with the president other than the initial briefing on January the 6th. I don't remember Ñ could be wrong, but I don't remember any conversations with him at all about that."
HEINRICH,Democrat,"As you're very aware, it was only the two of you in the room for that dinner. You told us the president asked you to back off the Flynn investigation. The president told a reporter Ñ",COMEY,Not in that dinner.
HEINRICH,Democrat,Fair enough. Told the reporter he never did that. You've testified that the president asked for your loyalty in that dinner. White house denies that. A lot of this comes down to who should we believe. Do you want to say anything as to why we should believe you?,COMEY,"My mother raised me not to say things like this about myself so I'm not going to. I think people should look at the whole body of my testimony. As I used to say to juries, when I talked about a witness, you can't cherry pick it. You can't say, I like these things he said but on this, he's a ten liar. You have to take it together. I've tried to be open, fair, transparent and accurate. Of significant fact to me is so why did he kick everybody out of the Oval Office? Why would you kick the attorney general, the president, the chief of staff out to talk to me if it was about something else? So that, to me, as an investigator, is a significant fact."
HEINRICH,Democrat,"As we look at testimony or as communication from both of you, we should probably be looking for consistency?",COMEY,"Well, in looking at any witness, you look at consistency, track record, demeanor, record over time, that sort of thing."
HEINRICH,Democrat,"Thank you. So there are reports that the incoming Trump administration, either during the transition and/or after the inauguration, attempted to set up a sort of backdoor communication channel with the Russian government using their infrastructure, their devices, their facilities. What would be the risks, particularly for a transition, someone not actually in the office of the president yet, to setting up unauthorized channels with a hostile foreign government, especially if they were to evade our own American intelligence services?",COMEY,"I'm not going to comment on whether that happened in an open setting, but the risk is Ñ primary risk is obvious. You spare the Russians the cost and effort to break into our communications channels by using theirs. You make it a whole lot easier for them to capture all of your conversations. Then to use those to the benefit of Russia against the united States."
HEINRICH,Democrat,"The memos that you wrote, you wrote Ñ did you write all nine of them in a way that was designed to prevent them from needing classification?",COMEY,"No. On a few of the occasions, I wrote Ñ I sent emails to my chief of staff on some of the brief phone conversations I had. The first one was a classified briefing. Though it was in a conference room at Trump Tower, it was a classified briefing. I wrote that on a classified device. The one I started typing in the car, that was a classified laptop I started working on."
HEINRICH,Democrat,"Any reason in a classified environment, in a skiff, that this committee, it would not be appropriate to see those communications at least from your perspective as the author?",COMEY,No.
BLUNT,Republican,"Thank you, Mr. Chairman. Mr. Comey, when you were terminated at the FBI, I said, and still continue to feel, that you have provided years of great service to the country. I also said that I'd had significant questions over the last year about some of the decisions that you made. If the president hadn't terminated your service, would you still be, in your opinion, the director of the FBI today?",COMEY,"Yes, sir."
BLUNT,Republican,So you took as a direction from the president something you thought was serious and troublesome but continued to show up for work the next day?,COMEY,"Yes, sir."
BLUNT,Republican,Six weeks later were still telling the president on March the 30th that he was not personally the target of any investigation?,COMEY,"Correct. On March the 30th, and I think again on April 11th, as well, I told him we're not investigating him personally. That was true."
BLUNT,Republican,"The point to me, the concern to me there is, all these things are going on. You now in retrospect, or at least to this committee, you had serious concerns about what the president had, you believed, directed you to do, and had taken no action. Hadn't even reported up the chain of command, assuming you believe there is a chain of command, that these things happened. Do you have a sense looking back that that was a mistake?",COMEY,"No. In fact, I think no action was the most important thing I could do."
BLUNT,Republican,"On the Flynn issue specifically, I believe you said earlier that you believe the president was suggesting you drop any investigation of Flynn's account of his conversation with the Russian ambassador. Which was essentially misleading the vice president and others?",COMEY,"Correct. I'm not going to go into the details but whether there were false statements made to government investigators, as well."
BLUNT,Republican,"Any suggestion that the Ñ General Flynn had violated the Logan Act, I always find incredible. The Logan Act has been on the books over 200 years. Nobody has ever been prosecuted for violating the Logan Act. My sense would be that the discussion, not the problem, misleading investigators or the vice president might have been?",COMEY,"That's fair. Yes, sir."
BLUNT,Republican,Had you previously on February 14th discussed with the president in the previous meeting anything your investigators had learned or their impressions from talking to Flynn?,COMEY,"No, sir."
BLUNT,Republican,So he said he's a good guy. You said he is a good guy. That was Ñ no further action taken on that?,COMEY,"He said more than that, but there was no Ñ the action was, I wrote it up, briefed our senior team, tried to figure out what to do with it and made a decision. We're going to hold this and see what we make of it down the road."
BLUNT,Republican,Did it mean you had no responsibility to report that to the Justice Department in some way?,COMEY,"I think at some point, and I don't know what Director Mueller is going to do with it, but at some point, I was sure we were going to brief it to the team in charge of the case. But our judgment was in the short term, doesn't make sense to Ñ no fuzz on the fact I reported to the attorney general. That's why I stressed he shouldn't be kicked out of the room. Didn't make sense to report to him now."
BLUNT,Republican,"You said the attorney general said, I don't want to be in the room with him alone again, but you continued to talk to him on the phone. What is the difference in being in the room alone with him and talking to him on the phone alone?",COMEY,"I think what I stressed to the attorney general was broader than just the room. I said, I report to you. It is very important you be between me and the white house."
BLUNT,Republican,"After that discussion with the attorney general, did you take phone calls from the president?",COMEY,"Yes, sir."
BLUNT,Republican,"Why did you just say you need to Ñ why didn't you say, I'm not taking that call. Talk to the attorney general?",COMEY,"I did on the April 11th call. I reported the calls Ñ the March 30th call and the April 11th call to my superior, who was the acting deputy attorney general."
BLUNT,Republican,"I don't want to run out of time here. In reading your testimony, January the 3rd, January the 27th and March the 30th, it appears to me on all three of those occasions, you unsolicited by the president, made the point to him he was not a target of an investigation?",COMEY,"Correct. Yes, sir."
BLUNT,Republican,"One, I thought the March 30th, very interesting, you said, well, even though you don't want Ñ you may not want Ñ that was 27th, where he said, why don't you look into that more? You said, you may not want that because we couldn't say with Ñ we couldn't answer the question about you being a target of the investigation. You didn't seem to be answering that question anyhow. Senator Rubio pointed out the one unanswered, unleaked question seems to have been that. In this whole period of time. You said something earlier and I don't want to fail to follow up on, you said after dismissed, you gave information to a friend so that friend could get that information into the public media.",COMEY,Correct.
BLUNT,Republican,What kind of information was that? What kind of information did you give to a friend?,COMEY,That the Ñ the Flynn conversation. The president had asked me to let the Flynn Ñ forgetting my exact own words. But the conversation in the Oval Office.
BLUNT,Republican,"So you didn't consider your memo or your sense of that conversation to be a government document. You considered it to be, somehow, your own personal document that you could share to the media as you wanted through a friend?",COMEY,"Correct. I understood this to be my recollection recorded of my conversation with the president. As a private citizen, I thought it important to get it out."
BLUNT,Republican,Were all your memos that you recorded on classified or other memos that might be yours as a private citizen?,COMEY,I'm not following the question.
BLUNT,Republican,You said you used classified Ñ,COMEY,"Not the classified documents. Unclassified. I don't have any of them anymore. I gave them to the special counsel. My view was that the content of those unclassified, memorialization of those conversations was my recollection recorded."
BLUNT,Republican,So why didn't you give those to somebody yourself rather than give them through a third party?,COMEY,"Because I was weary the media was camping at the end of my driveway at that point. I was actually going out of town with my wife to hide. I worried it would be feeding seagulls at the beach. If it was I who gave it to the media. I asked my friend, make sure this gets out."
KING,Independent,"First, I'd like to acknowledge Senator Blumenthal and Senator Nelson. The principal thing you'll learn is the chairs there are more uncomfortable than the chairs here. But welcome to the hearing. Mr. Comey, a broad question. Was the Russian activity in the 2016 election a one off proposition, or is this part of a long-term strategy? Will they be back?",COMEY,"Oh, it is a long-term practice of theirs. It's stepped up a notch in a significant way in '16. They'll be back."
KING,Independent,I think that's very important for the American people to understand. That this is very much a forward looking investigation in terms of how do we understand what they did and how do we prevent it. Would you agree that is a big part of our role here?,COMEY,"Yes, sir. It is not a Republican thing or a democratic thing. It really is an American thing. They're going to come for whatever party they choose to try and work on behalf of, and they're not devoted to either, in my experience. They're just about their own advantage. They will be back."
KING,Independent,That's my observation. I don't think Putin is a Republican or a Democrat. He's an opportunist.,COMEY,I think that's a fair statement.
KING,Independent,"With regard to the Ñ several of these conversations, in his interview with Lester Holt on NBC, the president said, I had dinner with him. He wanted to have dinner because he wanted to stay on. Is this an accurate statement?",COMEY,"No, sir."
KING,Independent,Did you in any way initiate that dinner?,COMEY,"No. He called me at my desk at lunchtime and asked me, was I free for dinner that night. Called himself. Said, can you come over for dinner tonight? I said, yes, sir. He said, will 6:00 work? I think 6:00 first. Then he said, I was going to invite your whole family but we'll do it next time. Is that a good time? I said, sir, whatever works for you. He said, how about 6:30? I said, whatever works for you, sir. Then I hung up and had to call my wife and break a date with her. I was supposed to take her to dinner that night."
KING,Independent,One of the all-time great excuses for breaking a date.,COMEY,"Yeah. In retrospect, I love spending time with my wife and I wish I would have been there that night."
KING,Independent,"That's one question I'm not going to follow up on, Mr. Comey. In that same interview, the president said, in one case I called him and in one case, he call me. Is that an accurate statement?",COMEY,No.
KING,Independent,Did you ever call the president?,COMEY,"No. I might Ñ the only reason I'm hesitating is, I think there was at least one conversation where I was asked to call the White House switchboard to be connected to him. I never initiated a communication with the president."
KING,Independent,"In his press conference May 18th, the president responded, quote, no, no, when asked about asking you to stop the investigation into general Flynn. Is that a true statement?",COMEY,I don't believe it is.
KING,Independent,"In regard to him being personally under investigation, does that mean that the dossier is not being reviewed or investigated or followed up on in any way?",COMEY,I obviously can't comment either way. I talk in an open setting about the investigation as it was when I was head of the FBI. It is Bob Mueller's responsibility now. I don't know.
KING,Independent,"Clearly, your statements to the president back on the various times when you assured him it wasn't under investigation, as of that moment, is it correct?",COMEY,Correct.
KING,Independent,"Now, on the Flynn investigation, is it not true that Mr. Flynn was and is a central figure in this entire investigation of the relationship between the Trump campaign and the Russians?",COMEY,"I can't answer that in an open setting, sir."
KING,Independent,"Certainly, Mr. Flynn was part of the so-called Russian investigation? Can you answer that question?",COMEY,I have to give you the same answer.
KING,Independent,"All right. We'll be having a closed session shortly so we'll follow up on that. In terms of his comments to you about Ñ I think in response to Senator Risch, he said, I hope you'll hold back on that, but when you get a Ñ when a president of the United States in the Oval Office says something like, I hope or I suggest or would you, do you take that as a directive?",COMEY,"Yes. It rings in my ear as, well, will no one rid me of this meddlesome priest."
KING,Independent,"I was just going to quote that, in 1179, December 27th, Henry II said, who will rid me of the meddlesome priest, and the next day, he was killed. Exactly the same situation. We're thinking along the same lines. Several other questions, and these are a little more detailed. What do you know about the Russian bank VEB?",COMEY,Nothing that I can talk about in an open setting. I know Ñ
KING,Independent,That takes care of the next three questions.,COMEY,I know it exists.
KING,Independent,What is relationship of ambassador Ñ the ambassador from Russia to the United States to the Russian intelligence infrastructure?,COMEY,"He's a diplomat who is the chief of mission at the Russian Embassy, which employs a robust cohort of intelligence officers. So, surely, he is whiting of their aggressive intelligence operations, at least some of it in the United States. I don't consider him to be an intelligence officer himself. He's a diplomat."
KING,Independent,Did you ever Ñ did the FBI ever brief the Trump administration about the advisability of interacting directly with Ambassador Kislyak?,COMEY,All I can say sits here is there are a variety of defensive briefings given to the incoming administration about the counterintelligence risk.
KING,Independent,Back to Mr. Flynn. Would the Ñ would closing out the Flynn investigation have impeded the overall Russian investigation?,COMEY,"No. Well, unlikely, except to the extent Ñ there is always a possibility if you have a criminal case against someone and squeeze them, flip them and they give you information about something else. But I saw the two as touching each other but separate."
KING,Independent,"With regard to your memos, isn't it true that in a court case when you're weighing evidence, contemporaneous memos and contemporaneous statements to third parties are considered probative in terms of the validity of testimony?",COMEY,Yes.
LANKFORD,Republican,"Former Director Comey, good to see you again.",COMEY,"You, too."
LANKFORD,Republican,"Multiple opportunities to visit, as everyone here has. I appreciate you and your service and what you have done for the nation for a long time, what you continue to do. I told you before in the heat of last year, when we had an opportunity to visit personally, that I pray for you and your family because you carry a tremendous amount of stress. That is still true today.",COMEY,Thank you.
LANKFORD,Republican,Let me walk through a couple things with you. Your notes are obviously exceptionally important because they give a rapid account of what you wrote down and what you perceived happened in those different meetings. Have you had the opportunity to reference those notes when you were preparing the written statement you put forward today?,COMEY,"Yes. I think nearly all of my written recordings of my conversations, I had a chance to review them before filing my statement."
LANKFORD,Republican,Do you have a copy of any of the notes personally?,COMEY,I don't. I turned them over to Bob Mueller's investigators.
LANKFORD,Republican,"The individual that you told about your memos, that then were sent on to The New York Times, did you have a copy of the memos or told orally?",COMEY,Had a copy at the time.
LANKFORD,Republican,Do they still have a copy of those memos?,COMEY,"Good question. I think so. I guess I can't say for sure sitting here, but Ñ I guess I don't know. But I think so."
LANKFORD,Republican,"So the question is, could you ask them to hand that copyright back to you so you can hand them over to this committee?",COMEY,Potentially.
LANKFORD,Republican,"I would like to move that from potentially to seeing if we can ask that question so we can have a copy of those. Obviously, the notes are really important to us, so we can continue to get to the facts as we see it. The written documents are exceptionally important.",COMEY,Yeah.
LANKFORD,Republican,Were there other documents we need to be aware of you used in your preparation for your written statement we should also have that would assist us in helping us with this?,COMEY,"Not that I'm aware of, no."
LANKFORD,Republican,"Past the February 14th meeting, which is an important meeting as we discuss the conversations here about Michael Flynn, when the president asked you about he hopes that you would let this go, and the conversation back and forth about being a good guy, after that time, did the president ever bring up anything about Michael Flynn again to you? Had multiple other conversations you had documents with the president.",COMEY,I don't remember him bringing it up again.
LANKFORD,Republican,"Did a member of the white house staff come up to you asking you to drop the Michael Flynn case, anything referring to that?",COMEY,No.
LANKFORD,Republican,Did the Director of National Intelligence talk to you about that?,COMEY,No.
LANKFORD,Republican,"Did anyone from the attorney general's office, the department of justice ask about that?",COMEY,No.
LANKFORD,Republican,Did the head of NSA talk to you about that?,COMEY,No.
LANKFORD,Republican,"The key aspect here is if this seems to be something the president is trying to get you to drop it, it seems like a light touch to drop it, to bring it up at that point, the day after he had just fired Flynn, to come back here and say, I hope we can let this go, then it never reappears again. Did it slow down your investigation or any investigation that may or may not be occurring with Michael Flynn?",COMEY,No. Although I don't know there are any manifestations between February 14th and when I was fired. I don't know that the president had any way of knowing whether it was effective or not.
LANKFORD,Republican,"Okay. Fair enough. If the president wanted to stop an investigation, how would he do that? Knowing it is an ongoing criminal investigation or counterintelligence investigation, would that be a matter of going to you, you perceive, and say, you make it stop because he doesn't have the authority to stop it? How would the president make an ongoing investigation stop?",COMEY,"I'm not a legal scholar, but as a legal matter, the president is the head of the executive branch and could direct, in theory, we have important norms against this, but could anyone be investigative or not. I think he has the legal authority. All of us ultimately report in the executive branch to the president."
LANKFORD,Republican,"Would that be to you, or the attorney general or who?",COMEY,I suppose he could if he wanted to issue a direct order could do it anyway. Through the attorney general or issue it directly to me.
LANKFORD,Republican,"Well, is there any question that the president is not real fond of this investigation? I can think of multiple 140-word character expressions that he's publicly expressed he's not fond of the investigation. I heard you refer to before trying to keep the agents away from any comment that the president may have made. Quite frankly, the president has informed around 6 billion people that he's not real fond of this investigation. Do you think there's a difference in that?",COMEY,"Yes. There's a big difference in kicking superior officers out of the oval office, looking the FBI director in the eye and saying I hope you let this go. I think if agents as good as they are heard the president of the United States did that, there's a real risk of a chilling effect on their work. That's why we kept it so tight."
LANKFORD,Republican,OK. You had mentioned before about some news stories and news accounts. Without having to go into all of the names and specific times and to be able to dip into all of that. Have there been news accounts about the Russian investigation or collusion about the whole event or as you read the story you were wrong about how wrong they got the facts?,COMEY,"Yes, there have been many, many stories based on Ñ well, lots of stuff but about Russia that are dead wrong."
LANKFORD,Republican,"I was interested in your comment that you made as well that the president said to you if there were some satellite associates of his that did something wrong, it would be good to find that out. Did the president seem to talk to you specifically on March 30th saying I'm frustrated that the word is not getting out that I'm under investigation. But if there are people in my circle that are, let's finish the investigation, is that how you took it?",COMEY,"Yes, sir. Yes."
LANKFORD,Republican,"Then you made a comment earlier a the attorney general, the previous attorney general asking you about the investigation on the Clinton e-mails saying you were asked to not call it an investigation anymore. But call it a matter. You said that confused you. You can give us additional details on that?",COMEY,"Well, it concerned me because we were at the point where we refused to confirm the existence as we typically do of an investigation for months. And was getting to a place where that looked silly because the campaigns we're talking about interacting with the FBI in the course of our work. The Clinton campaign at the time was using all kinds of euphemisms, security matters, things like that for what was going on. We were getting to a place where the attorney general and I were both going to testify and talk publicly about it I wanted to know was she going to authorize us to confirm we have an investigation. She said yes, don't call it that, call it a matter. I said why would I do that? She said, just call it a matter. You look back in hindsight, if I looked back and said this isn't worth dying on so I just said the press is going to completely ignore it. That's what happened when I said we opened a matter. They all reported the FBI has an investigation open. So that concerned me because that language tracked the way the campaign was talking about the FBI's work and that's concerning."
LANKFORD,Republican,You gave impression that the campaign was somehow using the language as the FBI because you were handed the campaign language?,COMEY,"I don't know whether it was intentional or not but it gave the impression that the attorney general was looking to align the way we talked about our work with the way it was describing that. It was inaccurate. We had an investigation open for the Federal Bureau of Investigation, we had an investigation open at the time. That gave me a queasy feeling."
MANCHIN,Democrat,Thank you. I appreciate being here. West Virginia is interested in the hear we're having today. I've had over 600 requests for questions to ask you from my fellow West Virginians. Most of them have been asked and there are some to be asked if the classified hearing. I want to thank you first of all for coming to be here and volunteering to stay in the classified hearing. I don't know if you had a chance to watch our hearing yesterday Ñ,COMEY,"I watched part of it, yes."
MANCHIN,Democrat,"And it was quite troubling. My colleagues had very pointed questions they wanted answers to. And they weren't classified and could have been answered in the open setting and they refused to. So that makes us much more appreciative of your cooperation. Sir, the seriousness of the Russia investigation and knowing that it can be ongoing as Senator Keegan alluded to. What are your concerns there? American public saying why are we making a big deal of this Russian investigation? Can you tell me about your thoughts?",COMEY,"Yes, sir."
MANCHIN,Democrat,"Finally, did the president ever show any concern or interest or curiosity about what the Russians were doing?",COMEY,"Thank you, senator. As I said earlier, I don't remember any conversations with the president about the Russia election interference."
